Date,Temperature,Dew/Frost Point,Wet Bulb Temperature,Earth Skin Temperature,Min Temperature,Max Temperature,Specific Humidity,Relative Humidity,Precipitation,Day Peak,Evening Peak,Off Peak
07/06/2022,28.31,25.93,27.12,28.99,26.54,31.05,21.06,87.31,7.93,1265,1333,1064
07/07/2022,28.05,25.42,26.73,29.01,25.89,31,20.45,86.12,6.4,1184,1270,1015
07/08/2022,28.15,25.8,26.97,28.88,26.08,31.01,20.94,87.31,11.52,1150,1271,1009
07/09/2022,28.35,25.33,26.83,29.17,25.9,31.71,20.39,84.31,1.76,1177,1305,1043
07/10/2022,28.01,25.53,26.77,28.77,25.4,31.1,20.63,86.69,3.85,1226,1298,1056
07/11/2022,27.87,25.37,26.62,28.64,25.58,30.93,20.39,86.62,9.32,1252,1278,1030
07/12/2022,28.76,26.04,27.4,29.49,25.44,32.15,21.3,85.81,9.96,1236,1278,996
07/13/2022,28.94,26.27,27.61,29.43,26.29,31.83,21.61,86,0.13,1203,1272,985
07/14/2022,28.65,26.23,27.44,29.23,27.05,30.87,21.55,86.94,0.76,1205,1278,1007
07/15/2022,28.86,26.03,27.44,29.62,26.35,31.84,21.24,85.25,1.17,1235,1303,1035
07/16/2022,28.99,26.12,27.56,29.67,26.31,32.38,21.36,85.06,3.18,1307,1350,1060
07/17/2022,28.7,26.17,27.44,29.44,26.18,31.87,21.36,86.56,4.94,1390,1408,1072
07/18/2022,28.8,26.12,27.46,29.3,26.9,31.61,21.3,85.69,8.84,1435,1443,1080
07/19/2022,28.8,26.15,27.48,29.19,27.04,31.52,21.36,86,11.68,1416,1423,1092
07/20/2022,28.59,26.23,27.41,28.97,26.99,30.76,21.48,87.31,50.14,1366,1378,1080
07/21/2022,28.37,25.65,27.01,28.91,26.49,30.89,20.75,85.75,19.33,1308,1337,1042
07/22/2022,28.36,26.05,27.2,29.19,26.34,30.98,21.24,87.56,10.08,1244,1313,1000
07/23/2022,27.75,25.75,26.75,28.11,26.09,29.99,20.81,88.94,9.57,1232,1299,981
07/24/2022,27.65,25.51,26.58,28.03,25.8,29.83,20.51,88.25,41.16,1257,1316,985
07/25/2022,27.68,23.55,25.62,27.79,25.6,29.5,18.25,78.94,21.74,1274,1363,1005
07/26/2022,28.44,23.72,26.08,28.94,26.11,31.44,18.37,76,10.33,1304,1398,1032
07/27/2022,28.67,25.01,26.84,29.58,25.42,32.16,19.9,81.25,12.89,1353,1425,1062
07/28/2022,28.71,25.89,27.3,29.22,26.57,31.44,20.94,85.06,0.73,1369,1454,1103
07/29/2022,29.09,25.46,27.28,29.82,26.26,32.38,20.45,81.56,3.03,1344,1460,1126
07/30/2022,29.44,25.52,27.48,30.15,27.25,32.62,20.57,80.19,4.51,1349,1465,1139
07/31/2022,28.86,26.1,27.48,29.43,27.23,30.94,21.3,85.31,4.33,1394,1473,1147
08/01/2022,28.98,26.35,27.66,29.64,27.08,31.4,21.61,86,10.2,1444,1474,1139
08/02/2022,29.36,25.59,27.48,30.18,26.94,32.52,20.69,80.88,17.93,1477,1491,1136
08/03/2022,28.19,25.68,26.93,28.57,27.03,30.08,20.75,86.44,25.31,1492,1502,1158
08/04/2022,29.15,26.05,27.6,29.89,26.69,32.29,21.24,83.88,14.13,1494,1498,1183
08/05/2022,28.68,25.79,27.23,29.71,26.41,32.43,20.94,85,9.16,1481,1492,1196
08/06/2022,28.83,26.16,27.5,29.45,26.76,31.55,21.48,85.94,11.17,1451,1479,1212
08/07/2022,29.16,26.08,27.62,29.92,26.37,32.6,21.36,84.12,12.26,1427,1440,1228
08/08/2022,28.45,26.11,27.28,28.84,26.87,30.76,21.42,87.44,7.37,1417,1386,1222
08/09/2022,28.12,26.13,27.13,28.65,26.18,30.11,21.42,89.12,19.37,1393,1358,1199
08/10/2022,27.1,25.77,26.44,27.42,25.73,28.3,20.94,92.38,7.94,1369,1367,1177
08/11/2022,27.83,25.76,26.8,28.3,25.59,30.33,20.87,88.75,6.67,1367,1373,1162
08/12/2022,28.17,25.71,26.94,28.69,26.5,30.87,20.87,86.88,6.49,1367,1370,1138
08/13/2022,27.49,25.83,26.66,27.73,25.65,29.85,21.06,90.75,11.75,1351,1371,1115
08/14/2022,26.96,25.38,26.17,27.18,25.67,29.01,20.39,91.12,16.87,1307,1363,1092
08/15/2022,27.89,25.69,26.79,28.55,25.19,31.03,20.69,88.19,6.43,1281,1368,1091
08/16/2022,28.62,25.7,27.15,29.38,26.61,31.23,20.75,84.69,3.82,1337,1417,1148
08/17/2022,29.18,26.46,27.82,29.62,26.8,31.96,21.79,85.69,2.98,1388,1474,1211
08/18/2022,29.44,26.4,27.92,29.7,26.24,34.55,21.79,84.69,21.98,1358,1464,1220
08/19/2022,27.94,25.56,26.75,28.55,25.37,31.79,20.69,87.38,12.83,1313,1422,1203
08/20/2022,27.97,25.49,26.73,28.73,25.78,30.76,20.51,86.81,5.27,1354,1440,1193
08/21/2022,27.77,25.55,26.65,28.7,25.65,30.19,20.63,87.94,9.83,1426,1483,1202
08/22/2022,28.63,25.74,27.19,29.53,26.69,31.66,20.87,84.81,10.29,1439,1504,1209
08/23/2022,27.77,25.23,26.5,28.44,26.16,30.23,20.2,86.25,47.73,1439,1493,1192
08/24/2022,27.73,25.05,26.39,28.59,25.18,30.52,19.96,85.69,8.52,1461,1460,1160
08/25/2022,28.68,25.09,26.89,29.74,26.37,31.65,20.02,81.44,4.16,1412,1417,1127
08/26/2022,27.72,25.36,26.54,28.31,26.12,29.79,20.39,87.19,2.29,1297,1363,1108
08/27/2022,27.4,25.01,26.21,27.69,25.86,29.44,19.96,86.94,4.1,1233,1341,1096
08/28/2022,27.51,24.72,26.12,28.12,25.68,29.89,19.53,85.06,9.96,1269,1358,1083
08/29/2022,28.5,25.07,26.78,29.41,25.87,31.54,19.96,82.25,3.89,1352,1424,1103
08/30/2022,29.15,25.47,27.31,29.97,26.85,32.11,20.39,81.06,2.61,1413,1512,1172
08/31/2022,28.49,26.05,27.27,29.05,26.89,30.53,21.18,86.88,0.99,1427,1527,1194
09/01/2022,28.72,25.81,27.26,29.11,26.87,31.26,20.87,84.81,11.82,1372,1466,1155
09/02/2022,28.24,25.48,26.86,29.11,26.72,30.19,20.45,85.25,34.59,1275,1409,1092
09/03/2022,28.73,25.69,27.21,29.58,26.73,31.07,20.75,83.81,20.46,1240,1412,1053
09/04/2022,29.09,26.51,27.8,29.62,27.49,31.44,21.79,86.19,20.2,1287,1444,1085
09/05/2022,28.93,26.51,27.72,29.35,27.47,31.18,21.79,87,24.01,1343,1482,1132
09/06/2022,29.07,26.48,27.77,29.61,27.19,31.78,21.73,86.31,30.85,1411,1527,1159
09/07/2022,29.15,26.31,27.73,29.62,27.44,31.82,21.48,85,3.26,1475,1553,1165
09/08/2022,30.01,26.33,28.17,30.33,26.6,34.45,21.55,81.81,15.09,1451,1515,1158
09/09/2022,28.48,26.16,27.32,28.97,27.3,30.42,21.3,87.5,16.89,1353,1439,1152
09/10/2022,27.62,25.75,26.69,28.08,26.48,29.08,20.75,89.62,18.87,1308,1385,1123
09/11/2022,27.17,25.45,26.31,27.63,25.94,29.28,20.45,90.5,35.82,1311,1376,1061
09/12/2022,26.77,25.48,26.12,27.24,25.26,28.4,20.45,92.69,39.77,1288,1380,1026
09/13/2022,27.47,25.84,26.65,27.45,26.3,28.98,20.87,90.81,32.9,1267,1373,1019
09/14/2022,27.36,24.85,26.11,27.8,25.78,29.26,19.65,86.44,24.19,1276,1359,1007
09/15/2022,27.79,25.3,26.55,28.37,25.88,29.99,20.26,86.56,8.7,1285,1368,1010
09/16/2022,28.01,25.77,26.89,28.46,26.43,30.4,20.87,87.88,9.07,1245,1400,1036
09/17/2022,28.21,25.4,26.8,28.7,26.29,30.83,20.39,85.25,5.5,1234,1431,1061
09/18/2022,28.14,25.64,26.89,28.83,26.01,30.54,20.69,86.56,14.87,1297,1433,1065
09/19/2022,28.06,25.85,26.95,28.43,25.98,31.03,20.94,88,23,1354,1423,1067
09/20/2022,27.48,25.34,26.4,28.15,25.01,30.3,20.32,88.44,2.49,1399,1438,1089
09/21/2022,27.58,25.42,26.5,28.28,25.45,30.12,20.39,88.31,4.74,1424,1444,1107
09/22/2022,28.01,25.51,26.76,28.57,26.1,30.97,20.51,86.69,8.09,1405,1413,1108
09/23/2022,27.96,25.05,26.51,28.33,26.44,29.88,19.96,84.44,9.52,1358,1378,1116
09/24/2022,27.98,24.51,26.25,28.04,26.4,29.91,19.29,81.69,8.84,1373,1391,1126
09/25/2022,27.94,24.94,26.44,28.3,26.49,30.23,19.84,83.88,18.33,1416,1457,1136
09/26/2022,26.9,24.24,25.57,27.07,25.77,27.94,18.98,85.5,3.88,1446,1503,1160
09/27/2022,28.12,24.24,26.19,28.74,25.76,31.13,19.04,79.88,8.55,1482,1521,1200
09/28/2022,28.52,25.22,26.87,28.8,26.5,30.9,20.2,82.81,3.05,1509,1539,1231
09/29/2022,29.07,25.73,27.4,29.48,25.86,32.73,20.81,82.94,2.38,1495,1525,1212
09/30/2022,28.37,25.46,26.91,28.64,25.53,31.64,20.51,84.88,5.56,1450,1464,1156
10/01/2022,28.48,25.74,27.11,28.65,26.68,31.09,20.87,85.56,24.23,1470,1417,1118
10/02/2022,27.96,25.76,26.86,28.4,26.58,29.76,20.87,88.06,32.81,1501,1396,1097
10/03/2022,28.01,25.95,26.98,28.3,26.68,30.4,21.06,88.88,32.12,1468,1348,1077
10/04/2022,27.93,25.26,26.59,28.55,25.62,30.61,20.14,85.81,12.25,1433,1301,1052
10/05/2022,28.28,25.01,26.65,28.87,25.76,31.48,19.84,83.19,8.83,1403,1356,1047
10/06/2022,28.56,24.6,26.58,29.15,26.21,31.5,19.35,79.75,7.64,1392,1429,1067
10/07/2022,28.33,24.4,26.37,28.83,25.47,31.46,19.1,80.12,0.41,1387,1460,1106
10/08/2022,28.71,24.44,26.58,29.27,25.86,31.52,19.17,78.44,3.37,1375,1473,1147
10/09/2022,28.39,25.18,26.79,29.14,26.63,31.02,20.02,83.12,16.4,1362,1452,1145
10/10/2022,27.51,24.76,26.14,27.86,26.23,29.54,19.47,85.25,24.83,1354,1439,1091
10/11/2022,27.6,25.08,26.33,28.15,26.1,29.9,19.9,86.31,19.97,1356,1453,1060
10/12/2022,27.29,24.53,25.9,27.82,26.09,28.81,19.23,85.06,6.31,1371,1470,1063
10/13/2022,28.41,23.14,25.77,28.8,26.12,30.65,17.7,73.5,5.11,1360,1432,1077
10/14/2022,27.7,23.73,25.71,28.31,25.03,30.99,18.37,79.38,0.93,1347,1397,1091
10/15/2022,27.5,24.84,26.17,28.14,24.07,31.45,19.65,86.12,5.99,1391,1448,1088
10/16/2022,28.26,24.82,26.54,28.86,24.43,32.75,19.59,82.88,0.85,1424,1477,1076
10/17/2022,27.69,24.76,26.23,28.01,25.85,29.91,19.53,84.5,0.56,1405,1428,1068
10/18/2022,28.3,23.27,25.79,27.83,26.12,29.9,17.82,74.56,2.7,1368,1366,1061
10/19/2022,28.02,23.28,25.65,28.19,24.87,30.59,17.82,75.88,6.14,1327,1334,1044
10/20/2022,28.25,23.4,25.83,28.56,24.63,32.09,18.01,76.12,1.53,1292,1325,1036
10/21/2022,28.19,24.21,26.19,28.62,24.56,32.52,18.86,80.38,0.67,1265,1331,1048
10/22/2022,28.82,23.02,25.92,28.74,24.33,33.18,17.58,73.06,0.55,1254,1329,1060
10/23/2022,26.41,23.26,24.84,26.57,24.58,28.55,17.82,83.06,28.28,1189,1208,1022
10/24/2022,25.84,24.24,25.04,26.07,24.33,27.82,19.04,90.88,62.7,1054,1023,906
10/25/2022,25.72,23.09,24.4,26.49,23.45,27.99,17.7,85.56,12.61,1000,1002,785
10/26/2022,24.44,21.44,22.94,24.97,21.34,28.52,15.87,84.56,3.03,1066,1087,747
10/27/2022,23.98,21.03,22.51,24.51,19.8,29,15.5,85,0,1088,1126,745
10/28/2022,24.48,19.89,22.19,24.62,19.76,29.33,14.47,77.38,0,1061,1145,760
10/29/2022,25.44,21.39,23.41,26.02,20.65,30.16,15.93,78.94,0.2,1127,1224,812
10/30/2022,26.7,23.26,24.98,27.32,23.22,30.98,17.82,82.25,3.31,1258,1331,884
10/31/2022,26.92,24.08,25.5,27.55,23.19,31.07,18.74,85.19,5.6,1321,1399,950
11/01/2022,27.34,23.87,25.61,27.83,23.68,31.75,18.49,82.5,0.01,1339,1427,979
11/02/2022,26.83,22.74,24.79,27.29,23.29,30.82,17.27,79.5,0,1342,1421,965
11/03/2022,25.82,22.46,24.14,26.57,22.73,29.04,16.97,82.38,0,1286,1356,940
11/04/2022,25.51,22.22,23.87,26.19,22.43,29.27,16.66,82.69,0,1196,1261,919
11/05/2022,26.08,21.63,23.86,26.52,22.26,30.41,16.05,77.19,0.94,1186,1236,909
11/06/2022,26.12,21.63,23.87,26.33,22.88,29.43,16.05,77.12,0.09,1247,1268,905
11/07/2022,25.44,20.48,22.95,25.45,21.51,29.29,14.95,75.25,1.88,1288,1287,902
11/08/2022,24.8,19.41,22.1,24.77,20.55,28.97,13.98,73.25,0,1265,1268,894
11/09/2022,25.09,18.8,21.94,24.93,21.12,29.28,13.49,69.31,0,1219,1232,865
11/10/2022,24.83,18.22,21.52,24.65,20.3,28.65,13,67.88,0,1154,1176,820
11/11/2022,24.81,18.41,21.62,24.92,20.83,28.73,13.12,68.5,0,1074,1113,796
11/12/2022,23.22,19.11,21.16,23.7,19.77,27.65,13.73,78.94,0,1035,1098,792
11/13/2022,21.87,19.04,20.45,22.65,17.48,27.1,13.67,85.12,0.31,1057,1133,785
11/14/2022,22.79,19.05,20.92,23.24,18.44,28.17,13.67,80.69,2.3,1108,1162,783
11/15/2022,23.12,17.98,20.55,23.26,18.68,27.86,12.82,74.56,0,1140,1159,787
11/16/2022,22.54,17.26,19.9,22.62,18.48,26.76,12.27,73.12,0,1144,1142,787
11/17/2022,21.74,17.58,19.66,22.08,16.96,27.63,12.51,78.94,0,1116,1116,784
11/18/2022,21.01,17.22,19.12,21.55,16.45,26.59,12.21,80.62,0,1082,1094,777
11/19/2022,22.19,18.56,20.37,22.94,16.44,28.99,13.31,81.44,0.01,1098,1124,786
11/20/2022,24.42,20.37,22.4,24.48,19.93,29.37,14.95,79.12,1.86,1141,1170,810
11/21/2022,24.27,20.92,22.6,24.8,20.66,28.91,15.44,82.38,0.05,1155,1187,827
11/22/2022,22.69,19.25,20.98,23.25,18.69,27.76,13.92,82.19,0,1133,1159,813
11/23/2022,21.27,18.23,19.75,21.81,17.29,26.35,13,83.75,0,1095,1111,777
11/24/2022,21.1,17.89,19.5,21.63,16.35,26.89,12.76,82.56,0.01,1037,1065,739
11/25/2022,22.65,18.92,20.79,23.08,16.85,28.89,13.61,80.88,2.67,986,1038,717
11/26/2022,23.7,20.04,21.87,24.08,20.19,28.61,14.59,80.81,0.01,997,1053,723
11/27/2022,23.3,19.97,21.64,23.99,19.86,27.29,14.53,82.38,0.28,1060,1091,746
11/28/2022,24.23,21.3,22.76,25.09,20.03,28.54,15.87,84.25,0.28,1122,1129,777
11/29/2022,25.72,22.59,24.15,26.33,22.27,29.76,17.09,83.69,0.22,1160,1152,814
11/30/2022,25.15,22.48,23.82,25.87,22.08,28.69,16.97,85.75,0.16,1163,1148,828
12/01/2022,24.19,20.72,22.45,24.69,20.84,28.64,15.2,82.06,0.08,1091,1094,800
12/02/2022,22,19.07,20.53,22.75,18.05,26.96,13.73,84.62,0,1003,1031,765
12/03/2022,21.11,18.05,19.58,21.75,16.7,26.07,12.88,83.12,0,968,1026,754
12/04/2022,21.08,17.66,19.37,21.62,16.9,26.39,12.57,82.19,0,987,1034,764
12/05/2022,20.85,18.12,19.49,21.4,16.17,26.74,12.94,85.06,0,1042,1030,766
12/06/2022,21,17.09,19.05,21.16,16.53,25.95,12.08,79.56,0,1061,1040,754
12/07/2022,20.67,15.66,18.16,21.01,16.64,25.78,11.11,74.25,0,1052,1089,754
12/08/2022,20.52,15.33,17.93,20.26,16.37,25.52,10.8,73.88,0,1058,1130,772
12/09/2022,20.3,14.34,17.32,20.25,15.87,25.44,10.19,69.75,0,1046,1113,784
12/10/2022,20.65,16.74,18.7,21.13,16.48,25.72,11.84,79.25,0,1005,1091,767
12/11/2022,20.35,16.79,18.57,20.69,16.86,25.62,11.9,81.75,0,993,1103,735
12/12/2022,19.69,16.01,17.84,20.08,14.98,25.32,11.29,81.06,0,1000,1102,711
12/13/2022,19.28,16.07,17.67,19.94,14.79,24.8,11.35,83.44,0,995,1083,699
12/14/2022,19.67,16.58,18.12,19.96,15.59,25.19,11.72,83.94,0,980,1065,694
12/15/2022,18.96,15.33,17.15,19.47,14.94,24.24,10.86,81.06,0,927,1014,684
12/16/2022,18.26,15.83,17.05,18.77,13.6,24.3,11.17,86.31,0,840,945,652
12/17/2022,19.12,15.78,17.45,19.43,14.12,24.62,11.17,81.69,0,829,946,622
12/18/2022,20.51,15.65,18.08,20.47,16.27,24.8,11.05,74.25,0,896,1013,628
12/19/2022,21.08,16.82,18.95,21.08,16.48,26.22,11.9,77.69,0,983,1082,677
12/20/2022,20.37,15.9,18.13,20.34,16.3,24.99,11.23,77.06,0,1070,1119,744
12/21/2022,19.69,15.34,17.51,19.94,15.82,24.75,10.86,77.31,0,1132,1122,770
12/22/2022,19.55,15.37,17.47,19.56,15.08,24.54,10.86,78.5,0,1134,1110,754
12/23/2022,18.87,15.46,17.16,19.2,14.72,24.63,10.93,82,0,1066,1067,731
12/24/2022,18.69,13.93,16.31,18.73,13.36,24.15,9.89,75.88,0,1014,1020,715
12/25/2022,19.87,14.33,17.1,19.26,14.05,25.26,10.13,71.81,0,1033,1036,712
12/26/2022,21.01,15.69,18.35,20.29,16.45,26.04,11.05,72.31,0,1077,1084,729
12/27/2022,21.19,17.94,19.56,20.74,17.63,25.19,12.76,82.25,1.29,1094,1102,748
12/28/2022,21,18.9,19.94,21.38,17.74,24.05,13.55,87.88,29.75,1076,1086,749
12/29/2022,19.23,15.54,17.39,20.03,15.12,24.01,10.93,80.56,0.25,1032,1039,741
12/30/2022,17.31,12.27,14.79,17.65,13.32,22.55,8.85,74.75,0.07,983,999,744
12/31/2022,17.4,12.67,15.04,17.85,13.08,22.77,9.03,75.69,0,958,987,756
01/01/2023,17.44,12.93,15.19,17.72,13.28,23.15,9.22,76.56,0,949,984,764
01/02/2023,17.37,12.54,14.95,17.76,12.44,23.58,8.97,75.94,0,945,999,740
01/03/2023,16.93,12.56,14.74,17.34,11.58,23.3,8.97,77.62,0,952,1001,698
01/04/2023,16.39,12.91,14.65,17.19,11.29,22.53,9.22,81.88,0,964,984,672
01/05/2023,16.69,13.84,15.26,17.62,11.1,23.62,9.77,84.56,0,952,968,652
01/06/2023,17.06,14.32,15.69,17.81,11.76,23.16,10.07,84.62,0,915,948,628
01/07/2023,17.75,15.28,16.51,18.6,12.72,23.12,10.74,85.81,0,911,950,625
01/08/2023,19.25,16.2,17.73,19.81,14.83,24.84,11.41,83.62,0.04,946,987,644
01/09/2023,19.77,15.87,17.82,19.87,14.42,25.8,11.17,79.69,0.03,961,1022,655
01/10/2023,20.3,15.19,17.75,19.83,16.1,25.83,10.68,73.62,0,968,1039,662
01/11/2023,18.67,13.6,16.13,18.59,14.19,24.39,9.64,73.88,0,1000,1044,679
01/12/2023,17.83,11.79,14.8,17.79,13.69,23.3,8.54,69.62,0,1008,1022,691
01/13/2023,18.16,11.6,14.88,17.66,12.78,23.67,8.48,67.88,0,976,996,694
01/14/2023,18.99,13.15,16.07,18.58,13.82,23.95,9.46,69.69,0,969,1008,702
01/15/2023,19.18,14.2,16.69,19.09,15.61,24.23,10.07,73.44,0,1004,1017,704
01/16/2023,18.13,13.14,15.64,18.26,13.66,23.65,9.34,74.19,0,1043,1016,698
01/17/2023,17.28,12.07,14.68,17.78,12.74,23.43,8.73,73.44,0,1068,1028,703
01/18/2023,16.56,11.21,13.88,17.14,11.89,22.67,8.24,72.75,0,1069,1036,714
01/19/2023,16.01,10.93,13.48,16.6,11,22.6,8.06,74.06,0,1051,1020,708
01/20/2023,16.2,9.89,13.05,16.74,10.9,22.67,7.57,68.62,0,1037,998,704
01/21/2023,17.34,10.13,13.74,17.42,11.65,24.08,7.69,64.5,0,1046,1011,717
01/22/2023,18.15,11.46,14.8,17.73,12.77,24.79,8.42,66.31,0,1087,1039,727
01/23/2023,18.83,13.25,16.04,18.64,13.27,25.12,9.46,71.81,0,1100,1063,728
01/24/2023,19.85,13.58,16.72,19.36,14.46,26.44,9.7,68.56,0,1083,1075,716
01/25/2023,20.34,14.07,17.2,19.62,15.62,26.42,10.01,68.56,0,1059,1060,698
01/26/2023,20.43,15.16,17.8,20.25,15.44,26.58,10.74,73.19,0,1012,1018,685
01/27/2023,20.8,16.55,18.67,20.8,16.69,26.8,11.72,78.19,0,962,973,673
01/28/2023,20.61,16.6,18.6,21.02,15.63,26.99,11.78,79.81,0,968,971,666
01/29/2023,20.62,15.07,17.84,20.78,15.4,26.86,10.62,73.25,0,1005,992,667
01/30/2023,20.83,14.73,17.78,21.01,15.57,27.05,10.44,69.06,0,1034,1009,679
01/31/2023,21.35,15.62,18.48,21.01,16.2,26.78,11.05,71.62,3.14,1058,1027,696
02/01/2023,21.14,15.98,18.56,21.17,16.69,26.73,11.29,73.94,0,1091,1044,706
02/02/2023,20.27,12.33,16.3,20.49,14.99,26.62,8.97,63.19,0,1055,1027,728
02/03/2023,18.6,10.54,14.57,18.8,12.2,25.62,7.93,61.12,0,967,1006,737
02/04/2023,19.18,12.37,15.77,19.39,13.68,25.24,8.97,66.25,0,934,1005,696
02/05/2023,19.65,12.61,16.13,19.77,14.3,25.82,9.09,66.19,0,953,1015,664
02/06/2023,20.03,11.35,15.69,19.61,14.47,25.85,8.36,59.19,0,987,1043,665
02/07/2023,20.09,13.64,16.87,20.25,14.77,25.6,9.77,67.69,0,1025,1072,673
02/08/2023,21.23,15.37,18.3,21.58,15.97,27.34,10.86,71.88,0,1044,1082,680
02/09/2023,21.75,15.9,18.82,22.19,16.48,27.48,11.23,71.44,0,1000,1056,680
02/10/2023,21.52,15.14,18.33,21.95,16.97,27.01,10.68,68.56,0,939,1027,678
02/11/2023,21.77,13.43,17.6,21.94,15.65,27.46,9.58,62,0,949,1043,687
02/12/2023,22.04,14.73,18.38,22.37,16.98,26.96,10.44,64.06,0,973,1062,701
02/13/2023,21.4,11.43,16.41,21.54,16.2,26.76,8.73,57.44,0,963,1061,703
02/14/2023,19.59,8.25,13.92,20.15,13.25,26.78,6.77,50.19,0,952,1046,693
02/15/2023,20.22,9.19,14.7,20.23,14.49,26.47,7.2,51.06,0,967,1029,683
02/16/2023,20.83,10.61,15.72,20.95,14.78,27.43,7.93,54.12,0,938,1025,686
02/17/2023,21.73,12.76,17.24,21.85,16.43,27.37,9.16,58.69,0,872,1026,693
02/18/2023,22.51,14.03,18.26,22.67,17.62,28.12,9.95,59.94,0,867,1040,697
02/19/2023,22.85,15.78,19.31,23.22,18.05,28.36,11.17,65.81,0,916,1048,707
02/20/2023,23.54,17.21,20.37,23.8,18.63,28.61,12.21,69.56,0,951,1033,720
02/21/2023,23.28,18.85,21.07,24.14,18.93,28.63,13.55,78.12,0,969,1030,738
02/22/2023,23.17,19.96,21.57,24.46,18.78,28.73,14.53,83.31,0,1015,1078,767
02/23/2023,23.31,19.87,21.59,24.67,19.85,28.22,14.47,82.31,0,1011,1100,796
02/24/2023,24.37,18.73,21.55,25.86,18.83,30.3,13.43,73.25,0,963,1087,804
02/25/2023,24.91,15.59,20.25,25.46,19.98,31.47,10.99,58.94,0,982,1093,775
02/26/2023,25.06,12.78,18.92,25.01,18.42,31.55,9.16,48.56,0.08,1037,1111,744
02/27/2023,25.37,12.53,18.95,25.17,19.26,31.02,8.97,46.06,0.03,1057,1128,748
02/28/2023,25.03,14.32,19.67,25.29,19.73,30.9,10.13,53.19,0,1060,1139,764
03/01/2023,24.64,13.4,19.02,25.17,18.65,31.92,9.58,53.25,0,1056,1138,765
03/02/2023,24.71,13.22,18.96,25.4,17.88,32.03,9.4,51.25,0,1032,1125,766
03/03/2023,25.19,13.27,19.23,25.77,18.32,32.43,9.46,50.38,0,1015,1125,772
03/04/2023,26.23,13.07,19.65,26.43,19.95,33.09,9.34,46.25,0,1039,1146,785
03/05/2023,26.35,14.24,20.3,26.86,20.45,32.79,10.07,49.12,0,1079,1159,796
03/06/2023,26.2,18.15,22.18,27.34,20.72,32.15,13.06,64.88,0,1091,1138,796
03/07/2023,26.99,16.21,21.6,27.46,21.71,32.87,11.6,56.06,0,1052,1098,783
03/08/2023,26.33,13.05,19.69,26.77,20.67,32.34,9.34,45.81,0,1009,1090,776
03/09/2023,26.42,13.81,20.12,27.01,20.81,33.19,9.83,47.25,0,1007,1120,782
03/10/2023,25.5,13.57,19.54,25.93,21.05,30.82,9.64,49,0,1012,1143,792
03/11/2023,25.91,14.44,20.18,25.96,20.94,31.44,10.19,50.31,0,1060,1173,809
03/12/2023,27.09,13.76,20.43,27.65,20.3,35.33,9.77,46.31,0,1128,1196,828
03/13/2023,27.26,13.57,20.42,27.83,20.48,34.31,9.64,45.19,0,1153,1200,860
03/14/2023,25.52,19.4,22.46,25.87,22.19,29.16,14.16,71,0,1154,1215,909
03/15/2023,25.73,19.12,22.42,27.34,21.74,31.09,13.85,69.75,0.03,1187,1250,957
03/16/2023,24.99,18.65,21.83,25.91,21.38,29.46,13.43,70.06,0.05,1248,1295,981
03/17/2023,25.84,16.65,21.25,26.45,20.57,31.58,11.84,59.62,0,1265,1305,977
03/18/2023,25.76,17.33,21.55,26.75,21.55,31.53,12.33,61.62,1.79,1211,1259,947
03/19/2023,24.35,18.28,21.32,25.12,21.48,28.33,13.12,70.56,7.79,1142,1190,888
03/20/2023,23.45,19.73,21.59,24.23,21.58,25.33,14.34,79.81,11.75,1098,1117,819
03/21/2023,23.73,20.53,22.13,24.23,21.76,26.17,15.08,82.5,28.82,1085,1115,788
03/22/2023,24.14,20.01,22.08,25.58,21.93,27.31,14.59,78.44,15.44,1141,1202,844
03/23/2023,23.99,19.45,21.73,25.58,20.22,28.19,14.1,77.12,9.99,1233,1298,964
03/24/2023,25.51,18.5,22.01,26.9,21.16,30.51,13.31,67.12,1.63,1268,1324,1037
03/25/2023,26.29,19.09,22.69,27.26,21.88,31.23,13.79,66.12,2.29,1219,1279,1016
03/26/2023,26.82,20.39,23.61,28.37,22.45,31.97,14.95,69.88,0.1,1175,1244,972
03/27/2023,26.67,20.81,23.74,28.4,22.52,32.09,15.38,73.12,1.26,1196,1258,969
03/28/2023,26.55,21.83,24.19,28.31,22.78,31.19,16.36,76.81,1.52,1216,1264,982
03/29/2023,26.83,21.58,24.21,28.09,22.67,31.2,16.11,75,5.99,1212,1235,979
03/30/2023,26.34,21.13,23.74,27.83,22.26,30.66,15.69,74.62,6.94,1188,1213,954
03/31/2023,25.62,21.9,23.76,27.15,22.46,29.51,16.42,81.19,21.61,1139,1175,919
04/01/2023,25.56,22.41,23.99,26.55,23.66,28.4,16.97,83.12,27.06,1109,1137,906
04/02/2023,25.26,21.39,23.33,26.86,22.95,28.65,15.93,79.88,11.81,1130,1157,915
04/03/2023,25.54,21.65,23.59,26.96,21.54,29.88,16.17,80.56,7.13,1184,1213,937
04/04/2023,26.3,22.35,24.33,27.3,22.09,30.69,16.91,80.81,7.16,1232,1262,965
04/05/2023,26.55,23.35,24.94,27.72,22.8,30.93,17.94,83.88,1.43,1242,1285,982
04/06/2023,27.3,22.42,24.87,27.98,23.6,31.4,16.97,76.44,14.23,1226,1298,995
04/07/2023,27.87,19.5,23.69,27.47,22.65,32.5,14.1,61.75,6.25,1200,1307,1002
